ActivityID,certification_name,slots_offered,volunteers_signed_up
135867,Staff,1,1
135867,Volunteer Steward,1,1
135960,Trail Guide,3,3
135961,Trail Guide,1,1
135974,Trail Guide,4,1
135984,Docent,5,1
135984,OC Parks Volunteer,5,0
135984,Trail Guide,5,0
135985,Docent,5,1
135985,OC Parks Volunteer,5,0
135985,Trail Guide,5,0
135987,Docent,5,0
135987,OC Parks Volunteer,5,0
135987,Trail Guide,5,1
135988,Volunteer Steward,4,2
135989,Trail Guide,5,5
135989,Trainee,1,0
135990,Trail Guide,5,5
135990,Trainee,1,0
135991,Trail Guide,5,5
135991,Trainee,1,0
135992,Trail Guide,5,5
135992,Trainee,1,0
135993,Trail Guide,5,3
135993,Trainee,1,0
135994,Trail Guide,5,5
135994,Trainee,1,0
135995,Trail Guide,5,5
135995,Trainee,1,0
135996,Trail Guide,5,5
135996,Trainee,1,0
135997,Trail Guide,5,2
135997,Trainee,1,0
135998,Trail Guide,5,4
135998,Trainee,1,0
135999,Trail Guide,5,4
135999,Trainee,1,1
136000,Trail Guide,5,5
136000,Trainee,1,0
136001,Trail Guide,5,5
136001,Trainee,1,0
136002,Trail Guide,5,5
136002,Trainee,1,0
136003,Trail Guide,5,5
136003,Trainee,1,0
136004,Trail Guide,5,5
136004,Trainee,1,0
136005,Trail Guide,5,5
136005,Trainee,1,0
136006,Trail Guide,5,5
136006,Trainee,1,0
136011,Trail Guide,5,5
136011,Trainee,1,1
136012,Trail Guide,5,5
136012,Trainee,1,1
136013,Trail Guide,5,5
136013,Trainee,1,1
136014,Trail Guide,5,3
136014,Trainee,1,1
136019,Trail Guide,5,5
136019,Trainee,0,0
136021,Staff,3,2
136021,Trail Guide,12,9
136035,Staff,1,0
136053,Trail Guide,1,1
136089,Trail Guide,6,5
136089,Trainee,1,0
136093,Trail Guide,4,1
136093,Trainee,1,0
136095,Trail Guide,3,2
136095,Trainee,1,0
136096,Trail Guide,3,2
136097,Trail Guide,4,1
136097,Trainee,1,0
136098,Trail Guide,4,3
136098,Trainee,1,0
136099,Trail Guide,4,2
136102,Trail Guide,10,9
136102,Trainee,1,0
136103,Trail Guide,10,9
136103,Trainee,1,0
136104,Trail Guide,10,7
136104,Trainee,1,0
136105,Trail Guide,10,8
136105,Trainee,1,0
136106,Trail Guide,10,9
136106,Trainee,1,0
136107,Trail Guide,10,7
136107,Trainee,1,1
136108,Trail Guide,10,9
136108,Trainee,1,0
136109,Trail Guide,10,10
136109,Trainee,1,0
136110,Trail Guide,10,8
136110,Trainee,1,0
136111,Trail Guide,10,10
136111,Trainee,1,0
136112,Trail Guide,11,11
136112,Trainee,0,0
136120,Trail Guide,1,1
136121,Trail Guide,1,1
136122,Trail Guide,1,1
136130,Trail Guide,6,3
136131,Trail Guide,6,6
136141,Invasive Control Team,4,1
136141,Staff,3,1
136144,Trail Guide,4,2
136144,Trainee,1,0
136145,Trail Guide,6,2
136146,Trail Guide,6,2
136146,Trainee,1,0
136148,Trail Guide,5,5
136148,Trainee,1,0
136151,Trail Guide,6,1
136152,Trail Guide,5,5
136152,Trainee,1,0
136153,Camera Trap,2,2
136154,Camera Trap,2,2
136166,Trail Guide,4,1
136166,Trainee,1,0
136167,Trail Guide,4,2
136167,Trainee,1,0
136168,Trail Guide,4,3
136168,Trainee,1,0
136169,Trail Guide,4,0
136169,Trainee,1,0
136170,Trail Guide,4,4
136170,Trainee,1,0
136171,Trail Guide,4,1
136171,Trainee,1,0
136172,Trail Guide,4,3
136172,Trainee,1,1
136173,Trail Guide,4,2
136173,Trainee,1,1
136174,Trail Guide,4,2
136174,Trainee,1,1
136175,Trail Guide,4,2
136175,Trainee,1,0
136176,Trail Guide,4,4
136176,Trainee,1,1
136178,Trail Guide,4,2
136178,Trainee,1,0
136184,Trail Guide,4,1
136184,Trainee,1,0
136185,Trail Guide,4,2
136185,Trainee,1,1
136186,Trail Guide,5,5
136186,Trainee,1,0
136189,Trail Guide,5,5
136189,Trainee,1,0
136191,Trail Guide,5,4
136191,Trainee,1,0
136193,Trail Guide,6,2
136194,Trail Guide,5,4
136194,Trainee,1,0
136195,Trail Guide,6,4
136196,Trail Guide,3,1
136204,Trail Guide,2,0
136204,Volunteer Steward,4,2
136205,Trail Guide,4,0
136205,Volunteer Steward,4,1
136206,Trail Guide,4,1
136206,Volunteer Steward,4,0
136207,Trail Guide,4,1
136207,Volunteer Steward,4,1
136208,Trail Guide,4,0
136208,Volunteer Steward,4,2
136209,Trail Guide,4,0
136209,Volunteer Steward,4,2
136210,Staff,1,0
136210,Trail Guide,2,1
136210,Trainee,1,1
136211,Trail Guide,4,3
136211,Trainee,1,1
136215,Trail Guide,6,6
136217,Trail Guide,5,5
136217,Trainee,1,0
136219,Trail Guide,5,5
136219,Trainee,1,0
136220,Trail Guide,5,4
136220,Trainee,1,0
136222,Trail Guide,5,3
136222,Trainee,1,0
136223,Staff,1,0
136223,Trail Guide,5,4
136223,Trainee,1,0
136225,Trail Guide,4,4
136227,Trail Guide,4,4
136229,Trail Guide,5,5
136229,Trainee,1,0
136230,Trail Guide,5,5
136230,Trainee,1,0
136232,Trail Guide,5,5
136233,Trail Guide,5,4
136238,Trail Guide,5,5
136238,Trainee,1,0
136239,Trail Guide,5,5
136239,Trainee,1,0
136240,Trail Guide,5,5
136240,Trainee,0,0
136241,Trail Guide,5,5
136241,Trainee,1,0
136242,Trail Guide,5,5
136242,Trainee,1,0
136243,Trail Guide,5,5
136243,Trainee,1,0
136244,Trail Guide,5,5
136244,Trainee,1,0
136245,Trail Guide,5,5
136245,Trainee,1,0
136246,Trail Guide,5,5
136246,Trainee,1,1
136247,Trail Guide,5,5
136247,Trainee,1,0
136248,Trail Guide,5,5
136248,Trainee,1,0
136249,Trail Guide,5,5
136249,Trainee,1,1
136250,Trail Guide,5,5
136250,Trainee,1,1
136251,Trail Guide,5,5
136251,Trainee,1,0
136252,Trail Guide,5,5
136252,Trainee,1,0
136261,Staff,4,3
136261,Trainee,15,10
136263,Staff,4,0
136263,Trainee,15,13
136264,Staff,2,1
136264,Trail Guide,2,2
136264,Trainee,12,11
136265,Staff,2,0
136265,Trail Guide,2,2
136265,Trainee,12,11
136266,Staff,2,0
136266,Trail Guide,2,0
136266,Trainee,12,9
136267,Staff,2,1
136267,Trail Guide,2,1
136267,Trainee,12,8
136269,Staff,2,2
136269,Trail Guide,2,2
136269,Trainee,13,12
136283,Trail Guide,5,5
136283,Trainee,1,0
136284,Trail Guide,4,4
136284,Trainee,1,0
136285,Trail Guide,4,4
136285,Trainee,1,0
136287,Trail Guide,5,5
136287,Trainee,1,0
136288,Trail Guide,5,5
136288,Trainee,1,1
136289,Trail Guide,6,6
136289,Trainee,0,0
136290,Trail Guide,6,6
136290,Trainee,0,0
136291,Trail Guide,5,3
136291,Trainee,1,0
136293,Trail Guide,5,5
136293,Trainee,1,0
136294,Trail Guide,4,4
136294,Trainee,1,0
136295,Trail Guide,5,5
136295,Trainee,1,0
136296,Trail Guide,4,4
136296,Trainee,1,1
136298,Trail Guide,6,6
136298,Trainee,2,0
136299,Trail Guide,4,4
136299,Trainee,1,0
136301,Trail Guide,5,5
136301,Trainee,1,0
136302,Trail Guide,5,5
136302,Trainee,1,0
136303,Trail Guide,4,4
136303,Trainee,1,0
136321,Trail Guide,5,5
136321,Trainee,1,0
136322,Trail Guide,5,5
136322,Trainee,1,0
136323,Trail Guide,5,5
136323,Trainee,1,0
136324,Trail Guide,5,5
136324,Trainee,1,0
136325,Trail Guide,5,5
136325,Trainee,1,0
136326,Trail Guide,5,5
136326,Trainee,1,0
136327,Trail Guide,5,5
136327,Trainee,1,0
136328,Trail Guide,5,5
136328,Trainee,1,0
136329,Trail Guide,5,5
136329,Trainee,1,0
136330,Trail Guide,5,5
136330,Trainee,1,0
136331,Trail Guide,5,5
136331,Trainee,1,0
136333,Trail Guide,4,3
136333,Trainee,1,0
136334,Trail Guide,4,1
136334,Trainee,1,0
136335,Trail Guide,4,3
136335,Trainee,1,1
136336,Trail Guide,4,4
136336,Trainee,1,0
136337,Trail Guide,4,2
136337,Trainee,1,0
136338,Trail Guide,4,4
136338,Trainee,1,0
136339,Staff,1,1
136339,Trail Guide,4,0
136339,Trainee,1,0
136340,Staff,1,0
136340,Trail Guide,4,0
136340,Trainee,1,0
136341,Staff,1,0
136341,Trail Guide,4,0
136341,Trainee,1,0
136343,Trail Guide,4,4
136343,Trainee,1,0
136344,Trail Guide,4,4
136344,Trainee,1,0
136345,Trail Guide,4,3
136345,Trainee,1,0
136346,Trail Guide,4,3
136346,Trainee,1,0
136347,Trail Guide,4,3
136347,Trainee,1,0
136348,Trail Guide,4,3
136348,Trainee,1,0
136349,Trail Guide,5,5
136349,Trainee,0,0
136376,Invasive Control Team,2,0
136376,Trail Guide,2,0
136377,Driver - Diesel,1,1
136377,Volunteer Steward,3,3
136379,Staff,3,1
136379,Trail Guide,1,0
136379,Volunteer Steward,3,2
136381,Invasive Control Team,2,1
136381,Trail Guide,2,1
136383,Invasive Control Team,2,1
136383,Trail Guide,2,0
136385,Trail Guide,5,3
136385,Trainee,1,0
136386,Trail Guide,4,4
136386,Trainee,1,0
136387,Trail Guide,4,4
136387,Trainee,1,0
136388,Trail Guide,4,2
136388,Trainee,1,0
136389,Trail Guide,4,3
136389,Trainee,1,0
136390,Trail Guide,2,2
136391,Trail Guide,4,4
136391,Trainee,1,0
136392,Trail Guide,4,3
136392,Trainee,1,0
136393,Trail Guide,4,2
136393,Trainee,1,0
136394,Trail Guide,4,4
136394,Trainee,1,0
136395,Trail Guide,4,4
136395,Trainee,1,0
136396,Trail Guide,2,2
136422,Driver - Diesel,1,1
136422,Trail Guide,1,1
136422,Volunteer Steward,2,2
136423,Trail Guide,1,1
136423,Volunteer Steward,2,2
136435,Staff,1,1
136435,Trail Guide,1,1
136435,Volunteer Steward,3,3
136440,Trail Guide,1,1
136453,Trail Guide,3,3
136454,Trail Guide,6,6
136454,Trainee,1,1
136456,Trail Guide,4,4
136456,Trainee,1,0
136457,Staff,2,0
136457,Trail Guide,4,2
136460,Staff,2,0
136460,Trail Guide,2,0
136460,Volunteer Steward,2,1
136461,Staff,2,0
136461,Trail Guide,2,1
136461,Volunteer Steward,2,0
136462,Staff,2,0
136462,Trail Guide,4,0
136462,Volunteer Steward,2,1
136463,Staff,2,0
136463,Trail Guide,4,1
136463,Volunteer Steward,2,1
136464,Staff,2,0
136464,Trail Guide,4,0
136464,Volunteer Steward,2,2
136465,Staff,2,0
136465,Trail Guide,4,1
136465,Volunteer Steward,2,1
136466,Staff,2,0
136466,Trail Guide,4,2
136466,Volunteer Steward,2,2
136467,Staff,2,0
136467,Trail Guide,4,1
136467,Volunteer Steward,2,1
136468,Staff,2,0
136468,Trail Guide,4,2
136468,Volunteer Steward,2,1
136469,Staff,2,0
136469,Trail Guide,4,0
136469,Volunteer Steward,2,1
136470,Staff,2,0
136470,Trail Guide,4,3
136470,Volunteer Steward,2,0
136471,Staff,2,0
136471,Trail Guide,4,2
136471,Trainee,1,1
136471,Volunteer Steward,2,2
136472,Staff,2,0
136472,Trail Guide,4,0
136472,Volunteer Steward,2,2
136473,Staff,2,0
136473,Trail Guide,4,2
136473,Volunteer Steward,2,0
136476,Staff,2,0
136476,Trail Guide,4,0
136476,Volunteer Steward,2,1
136477,Staff,2,0
136477,Trail Guide,4,0
136477,Volunteer Steward,2,2
136480,Trail Guide,5,2
136480,Trainee,1,0
136481,Trail Guide,5,2
136481,Trainee,1,1
136483,Trail Guide,4,3
136483,Trainee,1,0
136484,Trail Guide,4,2
136484,Trainee,1,0
136485,Trail Guide,5,5
136485,Trainee,1,0
136486,Trail Guide,4,2
136486,Trainee,1,0
136489,Trail Guide,4,2
136489,Trainee,1,0
136491,Trail Guide,4,3
136491,Trainee,1,0
136492,Trail Guide,3,2
136492,Trainee,1,0
136493,Trail Guide,3,2
136493,Trainee,1,0
136495,Trail Guide,5,4
136495,Trainee,1,0
136496,Trail Guide,4,4
136501,Staff,1,0
136501,Trail Guide,3,0
136501,Trainee,2,1
136505,Staff,1,0
136505,Trail Guide,3,1
136505,Trainee,2,0
136514,Trail Guide,1,1
136514,Volunteer Steward,2,2
136515,Trail Guide,1,0
136515,Volunteer Steward,2,2
136516,Trail Guide,1,1
136516,Volunteer Steward,2,2
136520,Trail Guide,2,2
136521,Staff,3,3
136541,Trail Guide,5,3
136541,Trainee,1,0
136543,Trail Guide,4,2
136543,Trainee,4,1
136547,Trail Guide,4,2
136547,Trainee,1,0
136548,Trail Guide,4,1
136548,Trainee,1,0
136549,Trail Guide,4,2
136549,Trainee,1,0
136646,Trail Guide,4,1
136646,Volunteer Steward,4,4
136647,Trail Guide,4,1
136647,Volunteer Steward,4,2
136648,Trail Guide,4,0
136648,Volunteer Steward,4,1
136649,Trail Guide,4,3
136649,Volunteer Steward,4,3
136652,Trail Guide,4,0
136652,Volunteer Steward,4,1
136653,Trail Guide,4,1
136653,Volunteer Steward,4,3
136655,Trail Guide,4,1
136655,Volunteer Steward,4,4
136656,Trail Guide,4,0
136656,Volunteer Steward,4,1
136657,Trail Guide,4,1
136657,Volunteer Steward,4,2
136661,Trail Guide,5,0
136661,Trainee,3,0
136661,Volunteer Steward,10,1
136662,Trail Guide,5,0
136662,Trainee,3,0
136662,Volunteer Steward,10,6
136663,Trail Guide,5,0
136663,Trainee,3,0
136663,Volunteer Steward,10,6
136664,Trail Guide,5,0
136664,Trainee,3,0
136664,Volunteer Steward,10,6
136665,Trail Guide,5,0
136665,Trainee,3,0
136665,Volunteer Steward,10,5
136667,Trail Guide,5,0
136667,Trainee,0,0
136667,Volunteer Steward,10,5
136668,Trail Guide,5,1
136668,Trainee,3,0
136668,Volunteer Steward,10,6
136669,Trail Guide,5,0
136669,Volunteer Steward,10,6
136671,Trail Guide,5,2
136671,Trainee,3,1
136671,Volunteer Steward,10,5
136672,Trail Guide,5,1
136672,Trainee,3,0
136672,Volunteer Steward,10,5
136673,Trail Guide,5,1
136673,Trainee,3,0
136673,Volunteer Steward,10,6
136674,Trail Guide,2,2
136674,Volunteer Steward,2,2
136675,Trail Guide,4,2
136675,Volunteer Steward,4,1
136676,Trail Guide,2,1
136676,Volunteer Steward,2,2
136677,Trail Guide,2,1
136677,Volunteer Steward,2,1
136678,Trail Guide,2,2
136678,Volunteer Steward,2,2
136679,Trail Guide,2,2
136679,Volunteer Steward,2,2
136700,Staff,1,1
136700,Trail Guide,10,5
136700,Trainee,2,0
136707,Trail Guide,3,0
136710,Trail Guide,4,3
136710,Trainee,1,0
136722,Trail Guide,5,5
136722,Trainee,1,1
136724,Trail Guide,4,2
136724,Trainee,1,0
136728,Trail Guide,4,2
136728,Trainee,1,0
136729,Trail Guide,4,4
136729,Trainee,1,0
136730,Trail Guide,5,5
136730,Trainee,1,0
136731,Trail Guide,4,2
136731,Trainee,1,0
136732,Trail Guide,4,3
136732,Trainee,1,0
136733,Trail Guide,4,3
136733,Trainee,1,0
136734,Trail Guide,4,1
136734,Trainee,1,0
136777,Invasive Control Team,3,3
136777,Staff,2,0
136777,Trail Guide,2,0
136778,Staff,1,1
136778,Trail Guide,4,2
136778,Trainee,1,0
136779,Staff,1,1
136779,Trail Guide,3,1
136779,Trainee,2,0
136783,Staff,2,0
136783,Trail Guide,4,3
136790,Trail Guide,6,5
136790,Trainee,1,0
136791,Trail Guide,6,6
136791,Trainee,1,0
136792,Trail Guide,6,6
136792,Trainee,1,0
136793,Trail Guide,7,7
136793,Trainee,0,0
136794,Trail Guide,7,6
136794,Trainee,0,0
136795,Trail Guide,6,6
136795,Trainee,1,1
136796,Trail Guide,5,5
136796,Trainee,1,0
136797,Trail Guide,6,4
136797,Trainee,1,0
136798,Trail Guide,5,4
136798,Trainee,1,0
136876,Trail Guide,3,1
136876,Trainee,1,0
136878,Trail Guide,2,1
136878,Trainee,2,0
136878,Volunteer Steward,2,1
136879,Trail Guide,2,0
136879,Trainee,2,0
136879,Volunteer Steward,2,0
136880,Trail Guide,3,2
136880,Trainee,1,0
136881,Trail Guide,3,1
136881,Trainee,1,0
136882,Trail Guide,3,1
136882,Trainee,1,0
136885,Trail Guide,3,1
136885,Trainee,1,0
136888,Trail Guide,3,0
136888,Trainee,1,0
136893,Trail Guide,4,4
136893,Trainee,1,0
136894,Trail Guide,4,4
136894,Trainee,1,0
136895,Trail Guide,4,4
136895,Trainee,1,0
136897,Trail Guide,5,5
136897,Trainee,1,0
136899,Trail Guide,4,3
136899,Trainee,1,1
136900,Trail Guide,4,4
136900,Trainee,1,0
136901,Trail Guide,4,4
136901,Trainee,1,0
136902,Trail Guide,4,4
136902,Trainee,1,0
136903,Trail Guide,5,5
136903,Trainee,0,0
136904,Trail Guide,5,4
136904,Trainee,0,0
136905,Trail Guide,5,5
136905,Trainee,1,0
136906,Trail Guide,5,5
136906,Trainee,1,0
136907,Trail Guide,4,4
136907,Trainee,1,0
136908,Trail Guide,4,1
136908,Trainee,1,0
136909,Trail Guide,4,1
136909,Trainee,1,0
136910,Trail Guide,4,3
136910,Trainee,1,0
136911,Trail Guide,4,3
136911,Trainee,1,0
136912,Staff,1,0
136912,Trail Guide,3,0
136912,Trainee,2,0
136913,Trail Guide,4,2
136913,Trainee,1,0
136914,Trail Guide,4,4
136914,Trainee,1,0
136915,Trail Guide,4,3
136915,Trainee,1,0
136917,Trail Guide,4,1
136917,Trainee,1,0
136919,Trail Guide,6,6
136919,Trainee,1,0
136920,Trail Guide,4,1
136920,Trainee,1,0
136921,Trail Guide,5,5
136921,Trainee,1,0
136922,Trail Guide,4,1
136922,Trainee,1,0
136923,Trail Guide,5,5
136923,Trainee,1,0
136924,Trail Guide,5,5
136924,Trainee,1,0
136925,Trail Guide,5,5
136925,Trainee,1,0
136928,Trail Guide,5,5
136928,Trainee,1,1
136929,Trail Guide,4,3
136929,Trainee,1,0
136930,Trail Guide,5,4
136930,Trainee,1,0
136931,Trail Guide,5,5
136931,Trainee,1,0
136933,Trail Guide,5,5
136933,Trainee,1,0
136934,Trail Guide,5,5
136934,Trainee,1,0
136935,Trail Guide,5,5
136935,Trainee,1,0
136946,Trail Guide,5,5
136946,Trainee,1,0
136947,Trail Guide,4,4
136947,Trainee,1,0
136950,Trail Guide,5,5
136950,Trainee,0,0
136951,Trail Guide,4,4
136951,Trainee,1,0
136953,Trail Guide,4,4
136953,Trainee,1,0
136954,Trail Guide,4,4
136954,Trainee,1,0
136955,Trail Guide,4,3
136955,Trainee,1,0
136956,Trail Guide,4,4
136956,Trainee,1,0
136958,Trail Guide,5,5
136958,Trainee,1,0
136963,Trail Guide,4,4
136963,Trainee,1,0
136965,Staff,1,0
136965,Trail Guide,4,3
136965,Trainee,1,0
136966,Trail Guide,5,3
136966,Trainee,1,0
136970,Trail Guide,5,5
136970,Trainee,1,0
136976,Trail Guide,4,4
136976,Trainee,1,0
136985,Invasive Control Team,3,2
136985,Staff,2,0
136985,Trail Guide,2,0
136988,Staff,1,1
136988,Trail Guide,4,2
136988,Trainee,1,1
136989,Trail Guide,4,3
136989,Trainee,2,0
136990,Trail Guide,1,1
136991,Invasive Control Team,3,3
136991,Staff,2,0
136991,Trail Guide,2,2
136992,Staff,1,1
136992,Trail Guide,3,2
136992,Trainee,1,1
136993,Staff,1,1
136993,Trail Guide,4,3
136993,Trainee,2,2
136995,Trail Guide,5,2
136995,Trainee,1,0
137015,Fire Watch,2,2
137604,Staff,2,1
137604,Trail Guide,3,0
137610,Trail Guide,1,0
137610,Volunteer Steward,2,2
137611,Trail Guide,1,1
137611,Volunteer Steward,2,2
137615,Staff,2,0
137615,Trail Guide,4,2
137647,Staff,1,1
137647,Trail Guide,2,0
137648,Trail Guide,4,3
137648,Trainee,1,0
137649,Trail Guide,4,3
137649,Trainee,1,0
137653,Staff,1,1
137653,Trail Guide,4,2
137653,Trainee,1,0
137669,Staff,1,1
137669,Trail Guide,1,1
137669,Volunteer Steward,2,2
137670,Driver - Diesel,1,1
137670,Trail Guide,1,0
137670,Volunteer Steward,3,3
137810,Trail Guide,5,2
137810,Trainee,1,0
137832,Trail Guide,1,1
137832,Volunteer Steward,1,1
137833,Staff,1,1
137833,Trail Guide,3,4
137855,Trail Guide,1,1
137860,Trail Guide,1,1
137860,Volunteer Steward,1,1
137865,Trail Guide,3,2
137868,Staff,2,1
137868,Trail Guide,3,0
137871,Trail Guide,5,4
137871,Trainee,1,0
137872,Trail Guide,5,3
137872,Trainee,1,0
137873,Trail Guide,5,5
137873,Trainee,1,0
137888,Volunteer Steward,1,1
137889,Volunteer Steward,1,1
137890,Volunteer Steward,1,1
137891,Trail Guide,4,3
137891,Trainee,1,0
137892,Trail Guide,5,4
137892,Trainee,1,0
137893,Trail Guide,4,4
137893,Trainee,1,0
137894,Volunteer Steward,12,7
137896,Volunteer Steward,12,7
137897,Volunteer Steward,12,9
137898,Staff,3,1
137898,Trail Guide,12,4
137899,Staff,3,1
137899,Trail Guide,12,4
137900,Staff,3,1
137900,Trail Guide,12,6
137901,Trail Guide,4,0
137901,Trainee,1,0
137903,Camera Trap,2,2
137904,Trail Guide,4,4
137904,Trainee,1,0
137905,Camera Trap,2,2
137910,Volunteer Steward,2,2
137911,Volunteer Steward,2,2
137912,Volunteer Steward,2,2
137913,Volunteer Steward,2,2
137914,Volunteer Steward,2,2
137915,Volunteer Steward,2,2
137916,Camera Trap,2,2
137918,Camera Trap,2,2
137919,Camera Trap,3,3
137920,Camera Trap,2,2
137921,Camera Trap,2,2
137922,Camera Trap,2,2
137923,Camera Trap,2,2
137924,Camera Trap,2,2
137925,Camera Trap,2,2
137926,Camera Trap,2,2
137927,Camera Trap,2,2
137928,Camera Trap,2,2
137929,Camera Trap,2,2
137930,Camera Trap,2,2
137931,Camera Trap,2,2
137932,Camera Trap,2,2
137933,Camera Trap,2,2
137948,Trail Guide,3,2
138004,Trail Guide,1,1
138024,Trail Guide,1,1
138080,Staff,0,0
138080,Volunteer Steward,1,1
138089,Trail Guide,1,1
138145,Trail Guide,2,2
138212,Staff,10,0
138212,Trail Guide,5,4
138213,Staff,10,0
138213,Trail Guide,5,3
138215,Staff,10,0
138215,Trail Guide,5,2
138216,Staff,10,0
138216,Trail Guide,5,1
138221,Trail Guide,4,4
138222,Trail Guide,4,4
138222,Trainee,1,1
138223,Trail Guide,4,3
138223,Trainee,1,0
138224,Trail Guide,4,4
138224,Trainee,1,0
138225,Trail Guide,4,0
138225,Trainee,1,0
138226,Trail Guide,4,3
138227,Trail Guide,4,3
138231,Trail Guide,4,2
138231,Trainee,1,0
138234,Trail Guide,4,4
138234,Trainee,1,0
138235,Trail Guide,5,5
138235,Trainee,1,0
138236,Trail Guide,5,4
138236,Trainee,1,0
138237,Trail Guide,5,5
138237,Trainee,1,0
138238,Trail Guide,5,4
138238,Trainee,1,0
138245,Trail Guide,5,3
138248,Trail Guide,6,6
138248,Trainee,1,0
138249,Trail Guide,5,3
138249,Trainee,1,0
138256,Trail Guide,4,4
138256,Trainee,1,0
138259,Trail Guide,5,5
138259,Trainee,1,0
138264,Trail Guide,6,6
138337,Docent,20,19
138418,Trail Guide,1,1
138429,Trail Guide,1,1
138438,Trail Guide,3,3
138438,Trainee,1,0
138507,Trail Guide,3,3
138507,Trainee,0,0
138548,Trail Guide,6,3
138548,Trainee,2,0
138577,Driver - Diesel,2,2
138577,Trail Guide,2,2
138608,Trail Guide,6,1
138611,Trail Guide,1,1
138635,Volunteer Steward,1,1
138636,Trail Guide,1,1
138646,Staff,2,0
138646,Trail Guide,4,3
138648,Trail Guide,1,1
138650,Trail Guide,1,1
138683,Camera Trap,2,2
138683,Staff,1,0
138684,Camera Trap,2,2
138684,Staff,1,0
138692,Trail Guide,4,4
138692,Trainee,1,1
138694,Trail Guide,4,3
138694,Trainee,0,0
138695,Trail Guide,3,2
138695,Trainee,1,1
138699,Trail Guide,1,1
138700,Trail Guide,3,3
138700,Trainee,1,0
138701,Trail Guide,3,3
138701,Trainee,1,0
138702,Trail Guide,3,3
138702,Trainee,1,0
138703,Trail Guide,3,3
138703,Trainee,1,0
138704,Trail Guide,3,3
138704,Trainee,1,0
138705,Trail Guide,3,1
138705,Trainee,1,0
138711,Volunteer Steward,3,3
138712,Camera Trap,2,2
138712,Staff,1,0
138713,Camera Trap,2,2
138713,Staff,1,0
138714,Docent,1,1
138714,Staff,2,1
138714,Trail Guide,4,4
138766,Volunteer Steward,1,1
138767,Volunteer Steward,2,1
138769,Volunteer Steward,1,1
138770,Volunteer Steward,1,1
138771,Volunteer Steward,1,1
138772,Volunteer Steward,1,1
138773,Volunteer Steward,1,1
138774,Volunteer Steward,1,1
138775,Volunteer Steward,1,1
138776,Volunteer Steward,1,1
138777,Volunteer Steward,1,1
138778,Volunteer Steward,1,1
138779,Volunteer Steward,1,1
138780,Volunteer Steward,1,1
138781,Trail Guide,2,2
138782,Trail Guide,2,2
138783,Trail Guide,1,1
138784,Trail Guide,1,1
138785,Trail Guide,1,1
138786,Trail Guide,1,1
138834,Staff,4,0
138837,Trail Guide,3,0
138838,Trail Guide,3,0
138880,Trail Guide,21,21
138888,Staff,3,2
138888,Trail Guide,2,2
138892,Staff,14,14
138892,Trainee,25,25
138992,Staff,4,2
138992,Trail Guide,3,3
138992,Trainee,12,7
139045,Trail Guide,1,1
139046,Trail Guide,1,1
139049,Trail Guide,5,2
139049,Trainee,0,0
139055,Trail Guide,3,2
139082,Trail Guide,4,4
139082,Trainee,1,1
139085,Trail Guide,4,3
139085,Trainee,1,1
139134,Staff,1,1
139134,Trail Guide,2,2
139203,Fire Watch,3,3
139203,OC Parks Trainee,17,14
139203,Trail Guide,4,4
139203,Trainee,1,0
139217,Staff,15,5
139224,Staff,1,1
139224,Volunteer Steward,1,1
139290,Trail Guide,4,2
139290,Trainee,1,0
139294,Docent,1,1
139294,Trail Guide,4,2
139350,Staff,2,2
139350,Trail Guide,5,5
139385,Staff,2,2
139385,Trail Guide,13,13
139392,Docent,2,2
139433,Volunteer Steward,4,3
139482,Staff,4,0
139501,Trail Guide,2,2
139597,Trail Guide,6,5
139597,Trainee,4,1
139598,Trail Guide,4,4
139598,Trainee,6,4
139599,Trail Guide,9,9
139599,Trainee,6,6
139601,Trail Guide,4,4
139601,Trainee,6,2
139602,Trail Guide,4,3
139602,Trainee,6,1
139603,Trail Guide,7,7
139603,Trainee,4,4
139627,Trail Guide,5,3
139627,Trainee,1,1
139657,Volunteer Steward,2,2
139658,Volunteer Steward,4,2
139680,Camera Trap,2,2
139681,Camera Trap,2,2
139788,Trail Guide,4,3
139799,Staff,3,2
139799,Trail Guide,5,3
139835,Trail Guide,6,6
139835,Trainee,1,0
139836,Trail Guide,4,4
139836,Trainee,1,1
139838,Trail Guide,5,4
139838,Trainee,1,0
139840,Trail Guide,4,3
139840,Trainee,1,0
139842,Trail Guide,4,4
139842,Trainee,1,0
139843,Trail Guide,6,6
139843,Trainee,1,0
139848,Trail Guide,6,6
139849,Trail Guide,6,3
139850,Trail Guide,5,5
139867,Trail Guide,4,1
139867,Volunteer Steward,4,3
139868,Trail Guide,4,1
139868,Volunteer Steward,4,4
139869,Trail Guide,4,0
139869,Volunteer Steward,4,2
139870,Trail Guide,4,3
139870,Volunteer Steward,4,2
139871,Trail Guide,4,3
139871,Volunteer Steward,4,4
139872,Trail Guide,4,1
139872,Volunteer Steward,4,3
139873,Trail Guide,4,1
139873,Volunteer Steward,4,4
139874,Trail Guide,4,0
139874,Volunteer Steward,4,3
139875,Trail Guide,4,0
139875,Volunteer Steward,4,3
139876,Trail Guide,4,1
139876,Volunteer Steward,4,2
139877,Trail Guide,4,2
139877,Volunteer Steward,4,2
139878,Trail Guide,4,1
139878,Volunteer Steward,4,3
139879,Trail Guide,4,1
139879,Volunteer Steward,4,3
